,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoliene_type,price,emi_per_month,zero_downpayment,city,state
170,Maruti Vitara Brezza,Maruti,ZDI PLUS DUAL TONE ,2016,Manual,"44,913",1st,Diesel,"82,799",413/month,Zero downpayment,Ahmedabad,Gujarat
171,Jeep Compass,Jeep,2.0 LIMITED ,2017,Manual,"99,803",2nd,Diesel,",37,199",072/month,Zero downpayment,Ahmedabad,Gujarat
172,Ford Ecosport,Ford,1.5 TITANIUM PLUS TI VCT AT ,2018,Automatic,"15,950",1st,Petrol,"40,399",694/month,Zero downpayment,Ahmedabad,Gujarat
173,Honda Amaze,Honda,1.2 SMT I VTEC ,2018,Manual,"33,276",2nd,Petrol,"04,299",442/month,Zero downpayment,Ahmedabad,Gujarat
174,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2017,Manual,"41,631",2nd,Petrol,"43,999",101/month,Zero downpayment,Ahmedabad,Gujarat
175,Hyundai Eon,Hyundai,ERA PLUS ,2016,Manual,"79,123",2nd,Petrol,"88,999",429/month,Zero downpayment,Ahmedabad,Gujarat
176,Hyundai Verna,Hyundai,1.6 SX VTVT AT (O) ,2018,Automatic,"16,721",2nd,Petrol,",40,399",143/month,Zero downpayment,Ahmedabad,Gujarat
177,Maruti New  Wagon-R,Maruti,ZXI 1.2 ,2019,Manual,"26,254",1st,Petrol,"42,599",070/month,Zero downpayment,Ahmedabad,Gujarat
178,Maruti Vitara Brezza,Maruti,VDI ,2017,Manual,"79,483",2nd,Diesel,"15,699",696/month,Zero downpayment,Ahmedabad,Gujarat
179,Honda WR-V,Honda,1.5 i-DTEC S MT ,2017,Manual,"43,136",2nd,Diesel,"29,599",005/month,Zero downpayment,Ahmedabad,Gujarat
180,Maruti S Cross,Maruti,ZETA 1.3 ,2017,Manual,"1,12,490",1st,Diesel,"38,999",214/month,Zero downpayment,Ahmedabad,Gujarat
181,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2017,Manual,"16,624",1st,Petrol,"27,299",954/month,Zero downpayment,Ahmedabad,Gujarat
182,Toyota Fortuner,Toyota,3.0 MT 4X4 ,2012,Manual,"1,84,782",3rd,Diesel,",82,299",075/month,Zero downpayment,Ahmedabad,Gujarat
183,Maruti Swift,Maruti,VXI ,2016,Manual,"44,689",1st,Petrol,"70,099",457/month,Zero downpayment,Ahmedabad,Gujarat
184,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2019,Manual,"26,463",1st,Diesel,"74,399",451/month,Zero downpayment,Ahmedabad,Gujarat
185,Maruti Baleno,Maruti,LPHA 1.2 K12 ,2018,Manual,"11,371",1st,Petrol,"12,799",856/month,Zero downpayment,Ahmedabad,Gujarat
186,Maruti S Cross,Maruti,ZETA 1.3 SHVS ,2018,Manual,"19,899",1st,Diesel,"27,799",638/month,Zero downpayment,Ahmedabad,Gujarat
187,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2017,Manual,"61,989",2nd,Petrol,"47,299",174/month,Zero downpayment,Ahmedabad,Gujarat
188,Maruti Dzire,Maruti,VXI ,2019,Manual,"8,558",1st,Petrol,"11,499",827/month,Zero downpayment,Ahmedabad,Gujarat
189,Maruti Vitara Brezza,Maruti,VDI OPT ,2017,Manual,"94,193",1st,Diesel,"66,099",817/month,Zero downpayment,Ahmedabad,Gujarat
190,Maruti Dzire,Maruti,VXI ,2019,Manual,"6,078",1st,Petrol,"11,499",827/month,Zero downpayment,Ahmedabad,Gujarat
191,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2020,Manual,"4,560",1st,Petrol,"50,699",474/month,Zero downpayment,Ahmedabad,Gujarat
192,Ford Ecosport,Ford,1.5 TITANIUM TI VCT ,2017,Manual,"81,990",1st,Petrol,"03,399",647/month,Zero downpayment,Ahmedabad,Gujarat
193,Maruti S Cross,Maruti,ZETA 1.3 ,2017,Manual,"97,193",1st,Diesel,"68,899",879/month,Zero downpayment,Ahmedabad,Gujarat
194,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"33,164",1st,Petrol,"99,899",344/month,Zero downpayment,Ahmedabad,Gujarat
195,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2017,Manual,"24,132",1st,Petrol,"09,099",549/month,Zero downpayment,Ahmedabad,Gujarat
196,Hyundai Verna,Hyundai,1.6 CRDI SX ,2018,Manual,"94,593",1st,Diesel,"92,099",620/month,Zero downpayment,Ahmedabad,Gujarat
197,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2019,Manual,"24,011",1st,Diesel,"53,599",212/month,Zero downpayment,Ahmedabad,Gujarat
198,Maruti Swift,Maruti,VXI ,2016,Manual,"72,625",1st,Petrol,"85,999",811/month,Zero downpayment,Ahmedabad,Gujarat
199,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2019,Manual,"18,200",1st,Diesel,"53,599",212/month,Zero downpayment,Ahmedabad,Gujarat
200,Maruti Baleno,Maruti,DELTA DDIS 190 ,2017,Manual,"60,422",1st,Diesel,"45,299",130/month,Zero downpayment,Ahmedabad,Gujarat
201,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2020,Manual,"8,979",1st,Diesel,"72,899",642/month,Zero downpayment,Ahmedabad,Gujarat
202,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,"21,775",1st,Petrol,"90,899",369/month,Zero downpayment,Ahmedabad,Gujarat
203,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2019,Manual,"49,525",1st,Diesel,"16,499",163/month,Zero downpayment,Ahmedabad,Gujarat
204,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"16,121",1st,Petrol,"59,099",661/month,Zero downpayment,Ahmedabad,Gujarat
205,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2020,Manual,"6,109",1st,Petrol,"57,599",628/month,Zero downpayment,Ahmedabad,Gujarat
206,Hyundai Verna,Hyundai,1.6 CRDI SX + AT ,2019,Automatic,"40,175",2nd,Diesel,",14,399",789/month,Zero downpayment,Ahmedabad,Gujarat
207,Hyundai VENUE,Hyundai,S MT 1.2 KAPPA ,2020,Manual,"9,730",1st,Petrol,"29,399",450/month,Zero downpayment,Ahmedabad,Gujarat
208,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2020,Manual,"3,384",1st,Petrol,"20,499",027/month,Zero downpayment,Ahmedabad,Gujarat
209,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2018,Manual,"19,448",1st,Petrol,"89,599",340/month,Zero downpayment,Ahmedabad,Gujarat
210,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"50,896",2nd,Petrol,"57,799",408/month,Zero downpayment,Ahmedabad,Gujarat
211,Maruti Baleno,Maruti,DELTA DDIS 190 ,2017,Manual,"52,786",1st,Diesel,"76,099",815/month,Zero downpayment,Ahmedabad,Gujarat
212,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2020,Manual,"6,138",1st,Petrol,"88,099",306/month,Zero downpayment,Ahmedabad,Gujarat
213,Jeep Compass,Jeep,2.0 LIMITED ,2019,Manual,"60,802",1st,Diesel,",00,499",378/month,Zero downpayment,Ahmedabad,Gujarat
214,Honda City,Honda,ZX MT PETROL ,2020,,"23,138",1st,Petrol,",93,599",000/month,Zero downpayment,Ahmedabad,Gujarat
215,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2019,Manual,"8,931",1st,Petrol,"03,399",647/month,Zero downpayment,Ahmedabad,Gujarat
216,Maruti Swift,Maruti,VDI ABS ,2017,Manual,"77,598",2nd,Diesel,"00,999",144/month,Zero downpayment,Ahmedabad,Gujarat
217,Hyundai i10,Hyundai,GNA 1.1 IRDE2 ,2015,Manual,"38,199",1st,Petrol,"71,599",266/month,Zero downpayment,Ahmedabad,Gujarat
218,Maruti IGNIS,Maruti,SIGMA 1.2 K12 ,2017,Manual,"16,923",1st,Petrol,"36,599",712/month,Zero downpayment,Ahmedabad,Gujarat
219,Honda WR-V,Honda,1.2 i-VTEC VX MT ,2019,Manual,"36,630",2nd,Petrol,"06,099",156/month,Zero downpayment,Ahmedabad,Gujarat
220,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2018,Manual,"52,394",2nd,Petrol,"10,499",580/month,Zero downpayment,Ahmedabad,Gujarat
221,Hyundai i10,Hyundai,GNA 1.1 IRDE2 ,2015,Manual,"41,080",1st,Petrol,"71,599",266/month,Zero downpayment,Ahmedabad,Gujarat
222,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,"19,272",1st,Petrol,"60,399",690/month,Zero downpayment,Ahmedabad,Gujarat
223,Mahindra XUV500,Mahindra,W9 ,2018,Manual,"1,14,898",1st,Diesel,",35,099",250/month,Zero downpayment,Ahmedabad,Gujarat
224,MG HECTOR,MG,SHARP DCT PETROL ,2020,Automatic,"3,865",1st,Petrol,",55,699",830/month,Zero downpayment,Ahmedabad,Gujarat
225,Hyundai VENUE,Hyundai,SX 1.0 GDI IMT ,2020,Manual,"8,933",1st,Petrol,",49,499",346/month,Zero downpayment,Ahmedabad,Gujarat
226,Ford Ecosport,Ford,1.5 TITANIUM PLUS TI VCT AT ,2020,Automatic,"23,511",1st,Petrol,",67,499",746/month,Zero downpayment,Ahmedabad,Gujarat
227,Maruti Swift,Maruti,VXI ,2017,Manual,"50,292",2nd,Petrol,"52,899",299/month,Zero downpayment,Ahmedabad,Gujarat
228,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2019,Manual,"23,884",1st,Petrol,"04,199",665/month,Zero downpayment,Ahmedabad,Gujarat
229,Hyundai VENUE,Hyundai,S MT 1.2 KAPPA ,2020,Manual,"5,231",1st,Petrol,"24,899",349/month,Zero downpayment,Ahmedabad,Gujarat
230,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,"23,050",1st,Petrol,"63,099",750/month,Zero downpayment,Ahmedabad,Gujarat
231,Hyundai VENUE,Hyundai,1.0L Turbo GDI SX(O) MT ,2019,Manual,"14,673",2nd,Petrol,",12,399",520/month,Zero downpayment,Ahmedabad,Gujarat
232,Hyundai VENUE,Hyundai,SX(O) CRDi ,2019,Manual,"32,620",1st,Diesel,"82,499",855/month,Zero downpayment,Ahmedabad,Gujarat
233,Maruti Baleno,Maruti,DELTA DDIS 190 ,2017,Manual,"83,045",1st,Diesel,"87,099",060/month,Zero downpayment,Ahmedabad,Gujarat
234,Ford Ecosport,Ford,1.5TITANIUM TDCI ,2020,Manual,"32,683",1st,Diesel,"54,199",226/month,Zero downpayment,Ahmedabad,Gujarat
235,Maruti Vitara Brezza,Maruti,VDI OPT ,2018,Manual,"38,375",1st,Diesel,"60,899",926/month,Zero downpayment,Ahmedabad,Gujarat
236,Mahindra XUV500,Mahindra,W11 AT ,2019,Automatic,"84,003",1st,Diesel,",43,699",114/month,Zero downpayment,Ahmedabad,Gujarat
237,Maruti Vitara Brezza,Maruti,VDI ,2018,Manual,"52,597",1st,Diesel,"57,999",861/month,Zero downpayment,Ahmedabad,Gujarat
238,Maruti Vitara Brezza,Maruti,VDI ,2018,Manual,"72,977",1st,Diesel,"84,699",231/month,Zero downpayment,Ahmedabad,Gujarat
239,Maruti Vitara Brezza,Maruti,ZDI ,2018,Manual,"52,560",1st,Diesel,"79,299",335/month,Zero downpayment,Ahmedabad,Gujarat
240,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2017,Manual,"20,977",1st,Petrol,"75,999",588/month,Zero downpayment,Ahmedabad,Gujarat
241,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2017,Manual,"26,164",1st,Petrol,"64,099",324/month,Zero downpayment,Ahmedabad,Gujarat
242,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2017,Manual,"19,446",1st,Petrol,"75,999",588/month,Zero downpayment,Ahmedabad,Gujarat
243,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2016,Manual,"28,830",1st,Petrol,"16,299",485/month,Zero downpayment,Ahmedabad,Gujarat
244,Maruti Vitara Brezza,Maruti,ZDI PLUS DUAL TONE ,2018,Manual,"54,605",1st,Diesel,"85,299",469/month,Zero downpayment,Ahmedabad,Gujarat
245,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2017,Manual,"26,716",1st,Petrol,"75,999",588/month,Zero downpayment,Ahmedabad,Gujarat
246,Honda Jazz,Honda,1.2 V AT ,2017,Automatic,"45,596",1st,Petrol,"76,699",053/month,Zero downpayment,Ahmedabad,Gujarat
247,Maruti Vitara Brezza,Maruti,VDI ,2019,Manual,"19,142",1st,Diesel,"11,499",051/month,Zero downpayment,Ahmedabad,Gujarat
248,Maruti Vitara Brezza,Maruti,ZDI ,2018,Manual,"53,464",2nd,Diesel,"60,699",921/month,Zero downpayment,Ahmedabad,Gujarat
249,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,"66,690",1st,Petrol,"46,199",374/month,Zero downpayment,Ahmedabad,Gujarat
250,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2017,Manual,"25,549",1st,Petrol,"75,999",588/month,Zero downpayment,Ahmedabad,Gujarat
251,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2018,Manual,"56,012",1st,Petrol,"88,799",873/month,Zero downpayment,Ahmedabad,Gujarat
252,Hyundai Grand i10,Hyundai,Sportz(O) 1.2 MT ,2017,Manual,"18,026",1st,Petrol,"24,999",678/month,Zero downpayment,Ahmedabad,Gujarat
253,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2018,Manual,"46,493",1st,Petrol,"88,799",873/month,Zero downpayment,Ahmedabad,Gujarat
254,Honda Brio,Honda,1.2 S MT I VTEC ,2015,Manual,"75,168",1st,Petrol,"61,899",050/month,Zero downpayment,Ahmedabad,Gujarat
255,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2017,Manual,"12,719",1st,Petrol,"55,899",366/month,Zero downpayment,Ahmedabad,Gujarat
256,Maruti Alto,Maruti,LXI ,2020,Manual,"31,863",1st,Petrol,"95,599",800/month,Zero downpayment,Ahmedabad,Gujarat
257,Maruti Alto,Maruti,LXI ,2020,Manual,"19,899",1st,Petrol,"04,399",996/month,Zero downpayment,Ahmedabad,Gujarat
258,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2017,Manual,"64,449",1st,Petrol,"75,999",588/month,Zero downpayment,Ahmedabad,Gujarat
259,Maruti Alto,Maruti,LXI ,2019,Manual,"17,432",1st,Petrol,"44,999",674/month,Zero downpayment,Ahmedabad,Gujarat
260,Maruti Alto,Maruti,LXI ,2019,Manual,"18,223",1st,Petrol,"44,999",674/month,Zero downpayment,Ahmedabad,Gujarat
261,Maruti Alto,Maruti,LXI ,2019,Manual,"31,429",1st,Petrol,"44,999",674/month,Zero downpayment,Ahmedabad,Gujarat
262,Maruti Alto,Maruti,LXI ,2019,Manual,"8,082",1st,Petrol,"44,999",674/month,Zero downpayment,Ahmedabad,Gujarat
263,Maruti Alto,Maruti,LXI ,2019,Manual,"16,350",1st,Petrol,"44,999",674/month,Zero downpayment,Ahmedabad,Gujarat
264,Maruti Alto,Maruti,LXI ,2019,Manual,"19,862",1st,Petrol,"44,999",674/month,Zero downpayment,Ahmedabad,Gujarat
265,Maruti Alto,Maruti,VXI ,2020,Manual,"10,732",1st,Petrol,"79,699",446/month,Zero downpayment,Ahmedabad,Gujarat
266,Maruti Alto,Maruti,LXI ,2020,Manual,"39,054",1st,Petrol,"79,699",446/month,Zero downpayment,Ahmedabad,Gujarat
267,Maruti Alto,Maruti,LXI ,2020,Manual,"42,989",1st,Petrol,"74,499",331/month,Zero downpayment,Ahmedabad,Gujarat
268,Maruti Alto,Maruti,LXI ,2020,Manual,"23,524",1st,Petrol,"75,499",353/month,Zero downpayment,Ahmedabad,Gujarat
269,Maruti Alto,Maruti,VXI PLUS ,2020,Manual,"5,573",1st,Petrol,"63,499",086/month,Zero downpayment,Ahmedabad,Gujarat
270,Maruti Alto,Maruti,LXI ,2020,Manual,"20,604",1st,Petrol,"62,499",064/month,Zero downpayment,Ahmedabad,Gujarat
271,Maruti Alto,Maruti,LXI ,2020,Manual,"38,540",1st,Petrol,"63,599",088/month,Zero downpayment,Ahmedabad,Gujarat
272,Maruti Wagon R 1.0,Maruti,VXI ,2017,Manual,"59,584",1st,Petrol,"28,499",532/month,Zero downpayment,Ahmedabad,Gujarat
273,Maruti Alto,Maruti,VXI ,2020,Manual,"4,646",1st,Petrol,"89,099",655/month,Zero downpayment,Ahmedabad,Gujarat
274,Maruti Alto,Maruti,LXI ,2020,Manual,"11,737",1st,Petrol,"89,699",669/month,Zero downpayment,Ahmedabad,Gujarat
275,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2018,Manual,"98,821",1st,Petrol,"38,699",983/month,Zero downpayment,Ahmedabad,Gujarat
276,Maruti Swift,Maruti,VDI OPT ,2017,Manual,"1,46,251",1st,Diesel,"81,599",713/month,Zero downpayment,Ahmedabad,Gujarat
277,Maruti S PRESSO,Maruti,VXI PLUS ,2019,Manual,"12,865",1st,Petrol,"49,299",994/month,Zero downpayment,Ahmedabad,Gujarat
278,Maruti Alto 800,Maruti,VXI ,2018,Manual,"24,853",1st,Petrol,"02,599",731/month,Zero downpayment,Ahmedabad,Gujarat
279,Maruti Alto,Maruti,VXI ,2020,Manual,"6,371",1st,Petrol,"06,599",045/month,Zero downpayment,Ahmedabad,Gujarat
280,Maruti Alto,Maruti,LXI ,2020,Manual,"11,958",1st,Petrol,"06,199",036/month,Zero downpayment,Ahmedabad,Gujarat
281,Maruti Alto,Maruti,LXI ,2019,Manual,"60,793",2nd,Petrol,"44,999",674/month,Zero downpayment,Ahmedabad,Gujarat
282,Maruti Alto,Maruti,LXI ,2019,Manual,"12,751",2nd,Petrol,"44,999",674/month,Zero downpayment,Ahmedabad,Gujarat
283,Maruti Alto,Maruti,LXI ,2019,Manual,"14,811",2nd,Petrol,"38,499",530/month,Zero downpayment,Ahmedabad,Gujarat
284,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2018,Manual,"40,994",1st,Petrol,"68,799",653/month,Zero downpayment,Ahmedabad,Gujarat
285,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2016,Manual,"43,777",1st,Petrol,"79,199",660/month,Zero downpayment,Ahmedabad,Gujarat
286,Maruti Vitara Brezza,Maruti,VDI ,2018,Manual,"1,04,921",1st,Diesel,"34,699",343/month,Zero downpayment,Ahmedabad,Gujarat
287,Honda Brio,Honda,1.2 S MT I VTEC ,2017,Manual,"41,194",1st,Petrol,"39,899",785/month,Zero downpayment,Ahmedabad,Gujarat
288,Maruti Alto,Maruti,LXI ,2019,Manual,"35,103",1st,Petrol,"44,999",674/month,Zero downpayment,Ahmedabad,Gujarat
289,Maruti Alto 800,Maruti,VXI ,2017,Manual,"12,654",1st,Petrol,"03,399",749/month,Zero downpayment,Ahmedabad,Gujarat
290,Maruti Alto,Maruti,LXI ,2020,Manual,"10,790",1st,Petrol,"90,999",698/month,Zero downpayment,Ahmedabad,Gujarat
291,Maruti Alto,Maruti,LXI ,2019,Manual,"29,891",1st,Petrol,"44,999",674/month,Zero downpayment,Ahmedabad,Gujarat
292,Maruti Alto,Maruti,LXI ,2020,Manual,"21,351",1st,Petrol,"03,299",971/month,Zero downpayment,Ahmedabad,Gujarat
293,Hyundai NEW SANTRO,Hyundai,1.1 SPORTS AMT ,2018,Automatic,"14,689",1st,Petrol,"39,799",008/month,Zero downpayment,Ahmedabad,Gujarat
294,Maruti Alto 800,Maruti,LXI ,2017,Manual,"46,081",1st,Petrol,"95,899",582/month,Zero downpayment,Ahmedabad,Gujarat
295,Maruti Alto,Maruti,VXI ,2020,Manual,"4,879",1st,Petrol,"12,299",171/month,Zero downpayment,Ahmedabad,Gujarat
296,Maruti Alto 800,Maruti,LXI ,2018,Manual,"26,290",1st,Petrol,"89,899",449/month,Zero downpayment,Ahmedabad,Gujarat
297,Maruti Alto,Maruti,VXI ,2020,Manual,"32,695",1st,Petrol,"18,599",312/month,Zero downpayment,Ahmedabad,Gujarat
298,Maruti Alto,Maruti,VXI ,2020,Manual,"13,700",1st,Petrol,"28,299",527/month,Zero downpayment,Ahmedabad,Gujarat
299,Maruti Celerio,Maruti,ZXI ,2018,Manual,"68,004",1st,Petrol,"36,499",710/month,Zero downpayment,Ahmedabad,Gujarat
300,Maruti Alto,Maruti,LXI ,2020,Manual,"13,013",1st,Petrol,"06,199",036/month,Zero downpayment,Ahmedabad,Gujarat
301,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2017,Manual,"62,790",1st,Petrol,"43,899",099/month,Zero downpayment,Ahmedabad,Gujarat
302,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2019,Manual,"12,754",1st,Petrol,"12,199",618/month,Zero downpayment,Ahmedabad,Gujarat
303,Maruti Alto 800,Maruti,LXI ,2017,Manual,"18,379",1st,Petrol,"06,499",818/month,Zero downpayment,Ahmedabad,Gujarat
304,Maruti Alto 800,Maruti,LXI ,2018,Manual,"55,810",1st,Petrol,"15,199",011/month,Zero downpayment,Ahmedabad,Gujarat
305,Maruti Celerio,Maruti,ZXI ,2018,Manual,"70,963",2nd,Petrol,"36,499",710/month,Zero downpayment,Ahmedabad,Gujarat
306,Maruti Alto,Maruti,VXI ,2020,Manual,"4,673",1st,Petrol,"32,999",632/month,Zero downpayment,Ahmedabad,Gujarat
307,Maruti Alto 800,Maruti,LXI ,2017,Manual,"66,365",1st,Petrol,"08,099",853/month,Zero downpayment,Ahmedabad,Gujarat
308,Maruti Alto 800,Maruti,LXI ,2018,Manual,"64,103",1st,Petrol,"22,299",169/month,Zero downpayment,Ahmedabad,Gujarat
309,Maruti Alto K10,Maruti,VXI ,2018,Manual,"18,808",1st,Petrol,"69,999",230/month,Zero downpayment,Ahmedabad,Gujarat
310,Maruti Alto,Maruti,LXI ,2021,Manual,"21,588",1st,Petrol,"95,799",804/month,Zero downpayment,Ahmedabad,Gujarat
311,Maruti Alto 800,Maruti,LXI ,2017,Manual,"20,778",1st,Petrol,"15,999",029/month,Zero downpayment,Ahmedabad,Gujarat
312,Maruti Alto 800,Maruti,LXI ,2018,Manual,"20,086",1st,Petrol,"12,999",962/month,Zero downpayment,Ahmedabad,Gujarat
313,Maruti Alto 800,Maruti,LXI ,2018,Manual,"1,42,263",1st,Petrol,"12,999",962/month,Zero downpayment,Ahmedabad,Gujarat
314,Maruti Alto 800,Maruti,LXI ,2018,Manual,"65,915",1st,Petrol,"22,499",174/month,Zero downpayment,Ahmedabad,Gujarat
315,Maruti Vitara Brezza,Maruti,ZDI ,2019,Manual,"72,902",1st,Diesel,"22,399",294/month,Zero downpayment,Ahmedabad,Gujarat
316,Maruti Alto 800,Maruti,LXI ,2018,Manual,"5,887",2nd,Petrol,"36,699",490/month,Zero downpayment,Ahmedabad,Gujarat
317,Maruti Alto 800,Maruti,LXI ,2018,Manual,"85,598",1st,Petrol,"21,299",147/month,Zero downpayment,Ahmedabad,Gujarat
318,Maruti Alto 800,Maruti,LXI ,2017,Manual,"21,323",1st,Petrol,"20,399",127/month,Zero downpayment,Ahmedabad,Gujarat
319,Maruti Alto 800,Maruti,LXI ,2017,Manual,"46,238",1st,Petrol,"10,399",905/month,Zero downpayment,Ahmedabad,Gujarat
320,Maruti Alto 800,Maruti,LXI ,2018,Manual,"97,402",1st,Petrol,"14,899",005/month,Zero downpayment,Ahmedabad,Gujarat
321,Maruti Alto,Maruti,LXI ,2021,Manual,"2,796",1st,Petrol,"00,899",918/month,Zero downpayment,Ahmedabad,Gujarat
322,Maruti Alto 800,Maruti,LXI ,2018,Manual,"35,656",1st,Petrol,"36,699",490/month,Zero downpayment,Ahmedabad,Gujarat
323,Hyundai Grand i10,Hyundai,Sportz(O) 1.2 MT ,2017,Manual,"1,00,687",1st,Petrol,"84,599",780/month,Zero downpayment,Ahmedabad,Gujarat
324,Maruti Alto 800,Maruti,LXI ,2018,Manual,"60,267",1st,Petrol,"36,699",490/month,Zero downpayment,Ahmedabad,Gujarat
325,Maruti Alto,Maruti,LXI ,2021,Manual,"21,318",1st,Petrol,"07,999",076/month,Zero downpayment,Ahmedabad,Gujarat
326,Maruti Alto,Maruti,LXI ,2021,Manual,"4,231",1st,Petrol,"01,299",927/month,Zero downpayment,Ahmedabad,Gujarat
327,Maruti Alto 800,Maruti,LXI ,2018,Manual,"11,967",2nd,Petrol,"36,699",490/month,Zero downpayment,Ahmedabad,Gujarat
328,Maruti Alto 800,Maruti,LXI ,2018,Manual,"28,516",1st,Petrol,"36,699",490/month,Zero downpayment,Ahmedabad,Gujarat
329,Maruti Alto,Maruti,LXI ,2021,Manual,"4,595",1st,Petrol,"96,499",820/month,Zero downpayment,Ahmedabad,Gujarat
330,Maruti Eeco,Maruti,5 STR WITH AC PLUSHTR ,2017,Manual,"21,029",1st,Petrol,"25,199",458/month,Zero downpayment,Ahmedabad,Gujarat
331,Hyundai NEW SANTRO,Hyundai,SPORTZ 1.1 ,2020,Manual,"5,868",1st,Petrol,"58,699",428/month,Zero downpayment,Ahmedabad,Gujarat
332,Maruti Alto,Maruti,LXI ,2021,Manual,"7,076",1st,Petrol,"07,299",060/month,Zero downpayment,Ahmedabad,Gujarat
333,Maruti Alto,Maruti,LXI ,2021,Manual,"2,388",1st,Petrol,"23,999",432/month,Zero downpayment,Ahmedabad,Gujarat
334,Maruti Baleno,Maruti,DELTA DDIS 190 ,2017,Manual,"1,15,277",1st,Diesel,"86,099",037/month,Zero downpayment,Ahmedabad,Gujarat
335,Maruti Alto 800,Maruti,LXI ,2019,Manual,"21,967",2nd,Petrol,"41,999",608/month,Zero downpayment,Ahmedabad,Gujarat
336,Maruti Alto 800,Maruti,VXI ,2019,Manual,"39,425",1st,Petrol,"25,299",236/month,Zero downpayment,Ahmedabad,Gujarat
337,Maruti Alto 800,Maruti,LXI ,2019,Manual,"59,241",1st,Petrol,"50,399",794/month,Zero downpayment,Ahmedabad,Gujarat
338,Maruti Alto 800,Maruti,LXI ,2019,Manual,"37,457",1st,Petrol,"52,899",850/month,Zero downpayment,Ahmedabad,Gujarat
339,Maruti Alto 800,Maruti,LXI ,2019,Manual,"15,585",1st,Petrol,"52,899",850/month,Zero downpayment,Ahmedabad,Gujarat
340,Maruti Alto 800,Maruti,LXI ,2019,Manual,"21,673",1st,Petrol,"52,899",850/month,Zero downpayment,Ahmedabad,Gujarat
341,Maruti Alto 800,Maruti,LXI ,2019,Manual,"20,876",1st,Petrol,"50,499",797/month,Zero downpayment,Ahmedabad,Gujarat
342,Maruti Swift,Maruti,VXI ,2015,Manual,"36,339",1st,Petrol,"98,099",080/month,Zero downpayment,Ahmedabad,Gujarat
343,Maruti Wagon R 1.0,Maruti,VXI ,2017,Manual,"27,741",1st,Petrol,"46,199",925/month,Zero downpayment,Ahmedabad,Gujarat
344,Maruti Ciaz,Maruti,ZETA 1.4 VVT ,2018,Manual,"83,093",1st,Petrol,"71,999",948/month,Zero downpayment,Ahmedabad,Gujarat
345,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2016,Manual,"68,410",1st,Petrol,"44,899",121/month,Zero downpayment,Ahmedabad,Gujarat
346,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2016,Manual,"36,712",1st,Petrol,"44,399",110/month,Zero downpayment,Ahmedabad,Gujarat
347,Maruti Swift,Maruti,VXI ,2015,Manual,"62,003",3rd,Petrol,"71,299",484/month,Zero downpayment,Ahmedabad,Gujarat
348,Maruti Vitara Brezza,Maruti,VDI OPT ,2017,Manual,"1,40,277",1st,Diesel,"65,199",797/month,Zero downpayment,Ahmedabad,Gujarat
